product_id,short_description
12841,108622,['eaudeparfum']
12842,108623,['organicdals&pulses']
12843,108624,"['pen,pencils']"
12844,108625,"[""men'sdeodorants""]"
12845,108626,"['cups,mugs&tumblers']"
12846,108627,['creambiscuits&wafers']
12847,108628,['ghee&vanaspati']
12848,108629,['rawrice']
12849,108630,['flours&pre-mixes']
12850,108631,['exoticfruits']
12851,108632,['leaf&dusttea']
12852,108633,['powderedspices']
12853,108634,['choco&nutspread']
12854,108635,"[""men'sdeodorants""]"
12855,108636,"['hangers,clips&rope']"
12856,108637,['gourmettea&teabags']
12857,108638,"['aluminiumfoil,clingwrap']"
12858,108639,['insectrepellent']
12859,108640,['disposablecups&plates']
12860,108641,['coffee&pre-mix']
12861,108642,"['flavoured,soyamilk']"
12862,108643,['hairstyling']
12863,108644,['disinfectantspray&cleaners']
12864,108645,['rice&otherflours']
12865,108646,"['hangers,clips&rope']"
12866,108647,['flavoured&otheroils']
12867,108648,['chocolates']
12868,108649,['facecare']
12869,108650,['kids(5+yrs)']
12870,108651,['granola&cerealbars']
12871,108652,['juices']
12872,108653,['face&body']
12873,108654,['bodycare']
12874,108655,['gourmettea&teabags']
12875,108656,['rootvegetables']
12876,108657,['balsamic&cidervinegar']
12877,108658,['gourmettea&teabags']
12878,108659,['giftsets']
12879,108660,['shampoo&conditioner']
12880,108661,['face&body']
12881,108662,['thai&asiansauces']
12882,108663,"['marshmallow,candy,jelly']"
12883,108664,['hairoil&serum']
12884,108665,['kitchentools&otheraccessories']
12885,108666,['choppers&graters']
12886,108667,"['olive,jalapeno,gherkin']"
12887,108668,['knives&peelers']
12888,108669,"['healthy,bakedsnacks']"
12889,108670,['teabags']
12890,108671,['shampoo&conditioner']
12891,108672,"['organicrice,otherrice']"
12892,108673,"['healthy,bakedsnacks']"
12893,108674,"['flavoured,soyamilk']"
12894,108675,['facecare']
12895,108676,['petfeedingsupport']
12896,108677,['bath&shower']
12897,108678,['casserole']
12898,108679,['plates&bowls']
12899,108680,['perfume']
12900,108681,"['chocolate,peanutspread']"
12901,108682,['shavingcare']
12902,108683,['bodycare']
12903,108684,"['agarbatti,incensesticks']"
12904,108685,['wholespices']
12905,108686,"['toffee,candy&lollypop']"
12906,108687,"['utensilscrub-pad,glove']"
12907,108688,['toilet&otherbrushes']
12908,108689,['facecare']
12909,108690,['brooms&dustpans']
12910,108691,"['olive,jalapeno,gherkin']"
12911,108692,['dishwashliquids&pastes']
12912,108693,['ayurveda']
12913,108694,['nursingtools']
12914,108695,['ayurveda']
12915,108696,['dessertmixes']
12916,108697,['cookies']
12917,108698,['cocktailmixes']
12918,108699,['shavingcare']
12919,108700,['leaf&dusttea']
12920,108701,['saladdressings']
12921,108702,"['laundry,storagebaskets']"
12922,108703,['kids(5+yrs)']
12923,108704,"['brown,wheat&multigrain']"
12924,108705,"[""women'sdeodorants""]"
12925,108706,['moustache&beardcare']
12926,108707,['facecare']
12927,108708,['battery&electrical']
12928,108709,"['jams,marmalade,spreads']"
12929,108710,['bath&shower']
12930,108711,['ghee&vanaspati']
12931,108712,['instantpasta']
12932,108713,['herbs&seasoning']
12933,108714,['handwash&sanitizers']
12934,108715,['breakfast&snackmixes']
12935,108716,['eyecare']
12936,108717,['namkeen&savourysnacks']
12937,108718,['otherpoojaneeds']
12938,108719,['buckets&mugs']
12939,108720,['facecare']
12940,108721,['nachos&chips']
12941,108722,['pressurecookers']
12942,108723,['blendedmasalas']
12943,108724,['chocolates']
12944,108725,['hairremoval']
12945,108726,"['luxurychocolates,gifts']"
12946,108727,['otheredibleoils']
12947,108728,['facecare']
12948,108729,['shavingcare']
12949,108730,['quinoa&grains']
12950,108731,"['strainer,ladle,spatula']"
12951,108732,['breakfast&snackmixes']
12952,108733,['water&fridgebottles']
12953,108734,['airfreshener']
12954,108735,"['notebooks,files,folders']"
12955,108736,['bathingbars&soaps']
12956,108737,['facecare']
12957,108738,['shoepolish']
12958,108739,['giftsets']
12959,108740,"['jams,marmalade,spreads']"
12960,108741,['babybath']
12961,108742,['namkeen&savourysnacks']
12962,108743,"['paneer,tofu&cream']"
12963,108744,['gourmetflakes']
12964,108745,['bodycare']
12965,108746,['flavoured&otheroils']
12966,108747,['frozenvegsnacks']
12967,108748,['roastedseeds&nuts']
12968,108749,['facecare']
12969,108750,['plates&bowls']
12970,108751,['aromatherapy']
12971,108752,['bathingbars&soaps']
12972,108753,['disposablecups&plates']
12973,108754,['bodycare']
12974,108755,['containerssets']
12975,108756,['bathingaccessories']
12976,108757,['plates&bowls']
12977,108758,['namkeen&savourysnacks']
12978,108759,"['notebooks,files,folders']"
12979,108760,['bodycare']
12980,108761,['babyoil&shampoo']
12981,108762,['roastedseeds&nuts']
12982,108763,['milk']
12983,108764,['namkeen&savourysnacks']
12984,108765,['herbs&seasoning']
12985,108766,['eaudeparfum']
12986,108767,"['aerated,still,sparkling']"
12987,108768,"['laundry,storagebaskets']"
12988,108769,"['herbs,seasonings&rubs']"
12989,108770,['cannedseafood']
12990,108771,['internationalchocolates']
12991,108772,['facecare']
12992,108773,['facecare']
12993,108774,['shoepolish']
12994,108775,['teabags']
12995,108776,['toothbrush']
12996,108777,['eaudeparfum']
12997,108778,['facecare']
12998,108779,['men&women']
12999,108780,['diapers']
13000,108781,"['mops,wipers']"
13001,108782,['candles&matchbox']
13002,108783,['shavingcare']
13003,108784,['cut&peeledveggies']
13004,108785,['namkeen&savourysnacks']
13005,108786,['containerssets']
13006,108787,['kids(5+yrs)']
13007,108788,['diapers']
13008,108789,['organicmillet&flours']
13009,108790,['eaudeparfum']
13010,108791,['babyfood']
13011,108792,['electrictoothbrush']
13012,108793,['showergel&bodywash']
13013,108794,['glassware']
13014,108795,"[""women'sdeodorants""]"
13015,108796,['mustard&cheesesauces']
13016,108797,['makeupaccessories']
13017,108798,['erasers&sharpeners']
13018,108799,['facecare']
13019,108800,['showergel&bodywash']
13020,108801,['facecare']
13021,108802,['cookies']
13022,108803,['soda&cocktailmix']
13023,108804,['aromatherapy']
13024,108805,"['healthy,bakedsnacks']"
13025,108806,['shavingcare']
13026,108807,['lunchboxes']
13027,108808,['steelstoragecontainers']
13028,108809,['cannedseafood']
13029,108810,['extravirginoliveoil']
13030,108811,['shampoo&conditioner']
13031,108812,['cookies']
13032,108813,['facecare']
13033,108814,['cheese']
13034,108815,['racks&holders']
13035,108816,['handwash&sanitizers']
13036,108817,['pastas&spaghetti']
13037,108818,['floor&othercleaners']
13038,108819,['wholespices']
13039,108820,['buttermilk&lassi']
13040,108821,['water&fridgebottles']
13041,108822,['granola&cerealbars']
13042,108823,['glassware']
13043,108824,['facecare']
13044,108825,"['chocolate,peanutspread']"
13045,108826,['cut&peeledveggies']
13046,108827,['tampons&menstrualcups']
13047,108828,['toiletcleaners']
13048,108829,['lighters']
13049,108830,"['marshmallow,candy,jelly']"
13050,108831,['attawholewheat']
13051,108832,['bodycare']
13052,108833,['facecare']
13053,108834,['face&body']
13054,108835,['facecare']
13055,108836,['rusks']
13056,108837,['leaf&dusttea']
13057,108838,['eaudeparfum']
13058,108839,['tomatoketchup&sauces']
13059,108840,['handwash&sanitizers']
13060,108841,['organicmasalas&spices']
13061,108842,['intimatewash&care']
13062,108843,['diapers']
13063,108844,['floor&othercleaners']
13064,108845,['bathingbars&soaps']
13065,108846,['airfreshener']
13066,108847,['men&women']
13067,108848,['raisins']
13068,108849,['kitchentools&otheraccessories']
13069,108850,['thai&asiansauces']
13070,108851,['blendedmasalas']
13071,108852,['cookies']
13072,108853,"['marshmallow,candy,jelly']"
13073,108854,"['condensed,powderedmilk']"
13074,108855,['juices']
13075,108856,['bathingbars&soaps']
13076,108857,['cereal&granolabars']
13077,108858,"['pure,pomaceoliveoil']"
13078,108859,"['herbs,seasonings&rubs']"
13079,108860,"['poha,sabudana&murmura']"
13080,108861,['steellunchboxes']
13081,108862,['facecare']
13082,108863,['bathingbars&soaps']
13083,108864,['choco&nutspread']
13084,108865,['chickensausages']
13085,108866,['creambiscuits&wafers']
13086,108867,['honey']
13087,108868,['toothpaste']
13088,108869,['rice&otherflours']
13089,108870,['facecare']
13090,108871,['insectrepellent']
13091,108872,['containerssets']
13092,108873,['organicbabyfood']
13093,108874,['attar']
13094,108875,['airfreshener']
13095,108876,['bodycare']
13096,108877,"[""men'sdeodorants""]"
13097,108878,['intimatewash&care']
13098,108879,['teabags']
13099,108880,['dryfruits&berries']
13100,108881,"['scissor,glue&tape']"
13101,108882,['shavingcare']
13102,108883,['eaudeparfum']
13103,108884,['shampoo&conditioner']
13104,108885,"['cookies,biscotti,wafer']"
13105,108886,"[""men'sdeodorants""]"
13106,108887,['farmeggs']
13107,108888,"['mops,wipers']"
13108,108889,['creambiscuits&wafers']
13109,108890,['steelstoragecontainers']
13110,108891,['bodycare']
13111,108892,['kadai&frypans']
13112,108893,['eaudetoilette']
13113,108894,"['chocolate,peanutspread']"
13114,108895,['blendedmasalas']
13115,108896,['exotic&flavouredtea']
13116,108897,['airfreshener']
13117,108898,['disposablecups&plates']
13118,108899,"['olive,jalapeno,gherkin']"
13119,108900,['hairremoval']
13120,108901,['glassware']
13121,108902,['shampoo&conditioner']
13122,108903,['containerssets']
13123,108904,"['bakerybiscuits,cookies']"
13124,108905,['babybath']
13125,108906,['homebaking']
13126,108907,['electronicaccessories']
13127,108908,['electronicaccessories']
13128,108909,['namkeen&savourysnacks']
13129,108910,['eaudetoilette']
13130,108911,"[""women'sdeodorants""]"
13131,108912,['facecare']
13132,108913,"['cups,mugs&tumblers']"
13133,108914,['choppers&graters']
13134,108915,['internationalchocolates']
13135,108916,"['luxurychocolates,gifts']"
13136,108917,['steellunchboxes']
13137,108918,['supplements&proteins']
13138,108919,['ayurveda']
13139,108920,['mustard&cheesesauces']
13140,108921,['shampoo&conditioner']
13141,108922,"[""men'sdeodorants""]"
13142,108923,['tomatoketchup&sauces']
13143,108924,"['strainer,ladle,spatula']"
13144,108925,"['bakerybiscuits,cookies']"
13145,108926,['pressurecookers']
13146,108927,"['pen,pencils']"
13147,108928,"['papads,readytofry']"
13148,108929,['chips&cornsnacks']
13149,108930,['sanitarynapkins']
13150,108931,['eaudetoilette']
13151,108932,"['luxurychocolates,gifts']"
13152,108933,['frozenfish&seafood']
13153,108934,['heat&eatreadymeals']
13154,108935,['bodycare']
13155,108936,['pork&ham']
13156,108937,"['cookies,biscotti,wafer']"
13157,108938,['frozenfish&seafood']
13158,108939,['perfume']
13159,108940,['breakfast&snackmixes']
13160,108941,['blendedmasalas']
13161,108942,['facecare']
13162,108943,"['cookies,biscotti,wafer']"
13163,108944,['insectrepellent']
13164,108945,"['marshmallow,candy,jelly']"
13165,108946,['dishwashliquids&pastes']
13166,108947,['bathingbars&soaps']
13167,108948,['candles&matchbox']
13168,108949,['shampoo&conditioner']
13169,108950,['moustache&beardcare']
13170,108951,['pressurecookers']
13171,108952,['moustache&beardcare']
13172,108953,['hairoil&serum']
13173,108954,['eaudeparfum']
13174,108955,['pressurecookers']
13175,108956,['tomatoketchup&sauces']
13176,108957,['importedcleaners']
13177,108958,['face&body']
13178,108959,"['healthy,bakedsnacks']"
13179,108960,['face&body']
13180,108961,"['jams,marmalade,spreads']"
13181,108962,"['agarbatti,incensesticks']"
13182,108963,['basmatirice']
13183,108964,['showergel&bodywash']
13184,108965,['bathingbars&soaps']
13185,108966,['coffee&pre-mix']
13186,108967,"['scissor,glue&tape']"
13187,108968,"['cups,mugs&tumblers']"
13188,108969,['hairremoval']
13189,108970,['roastedseeds&nuts']
13190,108971,['muffins&cupcakes']
13191,108972,['rawrice']
13192,108973,"['unsweetened,coldpress']"
13193,108974,['otheredibleoils']
13194,108975,['dustbins']
13195,108976,['plates&bowls']
13196,108977,['juices']
13197,108978,['blendedmasalas']
13198,108979,['colours&crayons']
13199,108980,['showergel&bodywash']
13200,108981,['pressurecookers']
13201,108982,"['marshmallow,candy,jelly']"
13202,108983,"['tinned,packedsweets']"
13203,108984,['bodycare']
13204,108985,['kitchentools&otheraccessories']
13205,108986,['toilet&otherbrushes']
13206,108987,['creambiscuits&wafers']
13207,108988,['flours&pre-mixes']
13208,108989,['internationalcheese']
13209,108990,['roastedseeds&nuts']
13210,108991,['ayurveda']
13211,108992,['sexualwellness']
13212,108993,['facecare']
13213,108994,['hairstyling']
13214,108995,['glassware']
13215,108996,['freshsweets']
13216,108997,['aromatherapy']
13217,108998,['urad&otherdals']
13218,108999,['juices']
13219,109000,"['poha,sabudana&murmura']"
13220,109001,['ghee&vanaspati']
13221,109002,['toothbrush']
13222,109003,['umbrella']
13223,109004,"['scissor,glue&tape']"
13224,109005,['healthdrinks']
13225,109006,['facecare']
13226,109007,['chocolates']
13227,109008,"[""men'sdeodorants""]"
13228,109009,['nachos&chips']
13229,109010,['water&fridgebottles']
13230,109011,['chips&cornsnacks']
13231,109012,['colours&crayons']
13232,109013,['cheese']
13233,109014,['exoticfruits']
13234,109015,['muesli']
13235,109016,['bodycare']
13236,109017,['containerssets']
13237,109018,['blendedmasalas']
13238,109019,['adultdiapers']
13239,109020,['shampoo&conditioner']
13240,109021,['ayurveda']
13241,109022,['ayurveda']
13242,109023,"['luxurychocolates,gifts']"
13243,109024,['glassware']
13244,109025,['gourmettea&teabags']
13245,109026,['kitchentools&otheraccessories']
13246,109027,['diapers']
13247,109028,['camphor&wicks']
13248,109029,['antiseptics&bandages']
13249,109030,['flakes']
13250,109031,"['jam,conserve,marmalade']"
13251,109032,['tomatoketchup&sauces']
13252,109033,['bodycare']
13253,109034,['lunchboxes']
13254,109035,['organicvegetables']
13255,109036,['organicvegetables']
13256,109037,['cereals&millets']
13257,109038,['herbs&seasoning']
13258,109039,['internationalchocolates']
13259,109040,['organicmillet&flours']
13260,109041,['wholespices']
13261,109042,"['olive,jalapeno,gherkin']"
13262,109043,['cookwaresets']
13263,109044,['shavingcare']
13264,109045,['thai&asiansauces']
13265,109046,['mosquitorepellent']
13266,109047,['importednoodles']
13267,109048,"['hummus,cheese,salsadip']"
13268,109049,['ayurveda']
13269,109050,['hairoil&serum']
13270,109051,['creambiscuits&wafers']
13271,109052,"['organicrice,otherrice']"
13272,109053,['bodycare']
13273,109054,['copperutensils']
13274,109055,['aromatherapy']
13275,109056,"['pen,pencils']"
13276,109057,['coffee&pre-mix']
13277,109058,['steelstoragecontainers']
13278,109059,['saltedbiscuits']
13279,109060,"['toor,channa&moongdal']"
13280,109061,"['paneer,tofu&cream']"
13281,109062,"['cups,mugs&tumblers']"
13282,109063,"[""men'sdeodorants""]"
13283,109064,['casserole']
13284,109065,['namkeen&savourysnacks']
13285,109066,"['cups,mugs&tumblers']"
13286,109067,['facecare']
13287,109068,['urad&otherdals']
13288,109069,['organicdals&pulses']
13289,109070,['dryfruits&berries']
13290,109071,['shampoo&conditioner']
13291,109072,['dustcloth&wipes']
13292,109073,"['hummus,cheese,salsadip']"
13293,109074,['toilet&otherbrushes']
13294,109075,"['paneer,tofu&cream']"
13295,109076,['haircolor']
13296,109077,['bath&shower']
13297,109078,['blendedmasalas']
13298,109079,['mustard&cheesesauces']
13299,109080,['importedcleaners']
13300,109081,"['herbs,seasonings&rubs']"
13301,109082,['mayonnaise']
13302,109083,['teabags']
13303,109084,['dustcloth&wipes']
13304,109085,"['hummus,cheese,salsadip']"
13305,109086,"['marshmallow,candy,jelly']"
13306,109087,"['marshmallow,candy,jelly']"
13307,109088,['talcumpowder']
13308,109089,['instantnoodles']
13309,109090,['milk&soyadrinks']
13310,109091,['lunchboxes']
13311,109092,['dryfruits&berries']
13312,109093,['honey&maplesyrup']
13313,109094,['steellunchboxes']
13314,109095,['powderedspices']
13315,109096,['dryfish']
13316,109097,['bathsalts&oils']
13317,109098,['facecare']
13318,109099,['honey&maplesyrup']
13319,109100,['chocolates']
13320,109101,['organicdals&pulses']
13321,109102,['perfume']
13322,109103,['toiletpaper']
13323,109104,['otherdryfruits']
13324,109105,['nonalcoholicdrinks']
13325,109106,['electrictoothbrush']
13326,109107,['eaudetoilette']
13327,109108,['flavoured&otheroils']
13328,109109,['facemasks&safetygears']
13329,109110,['bathsalts&oils']
13330,109111,['healthsupplements']
13331,109112,['chilli&soyasauce']
13332,109113,['facecare']
13333,109114,['sexualwellness']
13334,109115,"['aerated,still,sparkling']"
13335,109116,['chips&cornsnacks']
13336,109117,['chips&cornsnacks']
13337,109118,['sexualwellness']
13338,109119,['gourmettea&teabags']
13339,109120,['syrups&concentrates']
13340,109121,['eaudeparfum']
13341,109122,['hair&scalptreatment']
13342,109123,['cereal&granolabars']
13343,109124,['organicmillet&flours']
13344,109125,['exoticsugar&salt']
13345,109126,['babycreams&lotions']
13346,109127,['dryfruits&berries']
13347,109128,"['cutlery,spoon&fork']"
13348,109129,['jasmine&sushirice']
13349,109130,['roastedseeds&nuts']
13350,109131,['steellunchboxes']
13351,109132,['muffins&cupcakes']
13352,109133,['brooms&dustpans']
13353,109134,['ghee&vanaspati']
13354,109135,['lime&mangopickle']
13355,109136,"['luxurychocolates,gifts']"
13356,109137,['facecare']
13357,109138,['showergel&bodywash']
13358,109139,['organicdals&pulses']
13359,109140,"['laundry,storagebaskets']"
13360,109141,['honey']
13361,109142,['bodycare']
13362,109143,['cut&peeledveggies']
13363,109144,['water&fridgebottles']
13364,109145,"['cutfruit,tendercoconut']"
13365,109146,"['panini,focaccia&pita']"
13366,109147,['hairoil&serum']
13367,109148,['gourmeticecream']
13368,109149,['gourmettea&teabags']
13369,109150,['buttermilk&lassi']
13370,109151,['herbs&seasoning']
13371,109152,['shampoo&conditioner']
13372,109153,['honey&maplesyrup']
13373,109154,['frozenindianbreads']
13374,109155,['steellunchboxes']
13375,109156,"[""women'sdeodorants""]"
13376,109157,['bodycare']
13377,109158,"['aluminiumfoil,clingwrap']"
13378,109159,['wholespices']
13379,109160,"['croissants,bagels']"
13380,109161,"['sunflower,ricebranoil']"
13381,109162,"['herbs,seasonings&rubs']"
13382,109163,['pressurecookers']
13383,109164,['breakfast&snackmixes']
13384,109165,"['herbs,seasonings&rubs']"
13385,109166,['dessertmixes']
13386,109167,['exoticsugar&salt']
13387,109168,['juices']
13388,109169,['tampons&menstrualcups']
13389,109170,['shampoo&conditioner']
13390,109171,"['herbs,seasonings&rubs']"
13391,109172,['petmeals&treats']
13392,109173,['facecare']
13393,109174,['haircolor']
13394,109175,"['jams,marmalade,spreads']"
13395,109176,['mustard&cheesesauces']
13396,109177,['bodycare']
13397,109178,['heat&eatreadymeals']
13398,109179,"['mops,wipers']"
13399,109180,['dryfruits&berries']
13400,109181,['importednoodles']
13401,109182,['eaudetoilette']
13402,109183,['gourmetjuices&drinks']
13403,109184,['everydaymedicine']
13404,109185,['plates&bowls']
13405,109186,['copperutensils']
13406,109187,['facecare']
13407,109188,['floor&othercleaners']
13408,109189,['lunchboxes']
13409,109190,['facemasks&safetygears']
13410,109191,['containerssets']
13411,109192,"['laundry,storagebaskets']"
13412,109193,['greentea']
13413,109194,"['cookies,biscotti,wafer']"
13414,109195,['flours&pre-mixes']
13415,109196,['creambiscuits&wafers']
13416,109197,"['papads,readytofry']"
13417,109198,['powderedspices']
13418,109199,['flours&pre-mixes']
13419,109200,['freshfish']
13420,109201,['facecare']
13421,109202,"['pen,pencils']"
13422,109203,['organicdals&pulses']
13423,109204,['rusks']
13424,109205,"[""men'sdeodorants""]"
13425,109206,['organicflours']
13426,109207,"['currypaste,coconutmilk']"
13427,109208,['plates&bowls']
13428,109209,"['detergentpowder,liquid']"
13429,109210,['cupnoodles']
13430,109211,['nachos&chips']
13431,109212,['steellunchboxes']
13432,109213,"['cookies,biscotti,wafer']"
13433,109214,['herbs&seasoning']
13434,109215,['facecare']
13435,109216,['pork&ham']
13436,109217,"['bakerybiscuits,cookies']"
13437,109218,['glassware']
13438,109219,['water&fridgebottles']
13439,109220,['bathingbars&soaps']
13440,109221,['blendedmasalas']
13441,109222,['rice&otherflours']
13442,109223,['frozenfish&seafood']
13443,109224,['insectrepellent']
13444,109225,['floor&othercleaners']
13445,109226,['breakfast&snackmixes']
13446,109227,['internationalchocolates']
13447,109228,['aromatherapy']
13448,109229,"['flavoured,soyamilk']"
13449,109230,['containerssets']
13450,109231,['teacakes&slicecakes']
13451,109232,['water&fridgebottles']
13452,109233,"['jam,conserve,marmalade']"
13453,109234,['babyoil&shampoo']
13454,109235,"['hangers,clips&rope']"
13455,109236,"['herbs,seasonings&rubs']"
13456,109237,['chickensausages']
13457,109238,['dustbins']
13458,109239,['talcumpowder']
13459,109240,"['healthy,bakedsnacks']"
13460,109241,['granola&cerealbars']
13461,109242,['floor&othercleaners']
13462,109243,['ayurveda']
13463,109244,['facecare']
13464,109245,['tools&accessories']
13465,109246,['herbs&seasoning']
13466,109247,['organicdryfruits']
13467,109248,"['scissor,glue&tape']"
13468,109249,['basmatirice']
13469,109250,['bodysprays&mists']
13470,109251,['plates&bowls']
13471,109252,['lipcare']
13472,109253,['organicdals&pulses']
13473,109254,['organicflours']
13474,109255,['cut&peeledveggies']
13475,109256,['containerssets']
13476,109257,['importedoats&porridge']
13477,109258,['nursingtools']
13478,109259,['pork&ham']
13479,109260,['facecare']
13480,109261,['herbs&seasoning']
13481,109262,"['unsweetened,coldpress']"
13482,109263,['ayurveda']
13483,109264,['lime&mangopickle']
13484,109265,['cucumber&capsicum']
13485,109266,['eaudetoilette']
13486,109267,['gourmetjuices&drinks']
13487,109268,['gourmettea&teabags']
13488,109269,['facecare']
13489,109270,['honey&maplesyrup']
13490,109271,['steellunchboxes']
13491,109272,['facecare']
13492,109273,"['utensilscrub-pad,glove']"
13493,109274,['balsamic&cidervinegar']
13494,109275,['facecare']
13495,109276,"['banana,sapota&papaya']"
13496,109277,['sugar&jaggery']
13497,109278,['chips&cornsnacks']
13498,109279,['babyfood']
13499,109280,['shampoo&conditioner']
13500,109281,"[""women'sdeodorants""]"
13501,109282,['dustbins']
13502,109283,['bathingbars&soaps']
13503,109284,['facecare']
13504,109285,['facecare']
13505,109286,['disinfectantspray&cleaners']
13506,109287,"['papads,readytofry']"
13507,109288,"['herbs,seasonings&rubs']"
13508,109289,"['papernapkin,tissuebox']"
13509,109290,['toiletcleaners']
13510,109291,['flours&pre-mixes']
13511,109292,['water&fridgebottles']
13512,109293,['bathsalts&oils']
13513,109294,['bodycare']
13514,109295,['blendedmasalas']
13515,109296,['shavingcare']
13516,109297,['instantnoodles']
13517,109298,['facecare']
13518,109299,['intimatewash&care']
13519,109300,['giftsets']
13520,109301,['diapers']
13521,109302,['facecare']
13522,109303,['urad&otherdals']
13523,109304,['floor&othercleaners']
13524,109305,['ghee&vanaspati']
13525,109306,['facecare']
13526,109307,"['luxurychocolates,gifts']"
13527,109308,"['olive,jalapeno,gherkin']"
13528,109309,['mints&chewinggum']
13529,109310,['heat&eatreadymeals']
13530,109311,['supplements&proteins']
13531,109312,['children(2-5yrs)']
13532,109313,['khari&creamrolls']
13533,109314,['dishwashliquids&pastes']
13534,109315,['otheredibleoils']
13535,109316,['moustache&beardcare']
13536,109317,['blendedmasalas']
13537,109318,['candles&matchbox']
13538,109319,['juices']
13539,109320,"['pen,pencils']"
13540,109321,['ayurveda']
13541,109322,['steelstoragecontainers']
13542,109323,['bathingaccessories']
13543,109324,['sexualwellness']
13544,109325,['facecare']
13545,109326,['eaudeparfum']
13546,109327,['hairoil&serum']
13547,109328,['ayurveda']
13548,109329,"[""women'sdeodorants""]"
13549,109330,['facecare']
13550,109331,['ayurveda']
13551,109332,"['cookies,biscotti,wafer']"
13552,109333,"['luxurychocolates,gifts']"
13553,109334,['petmeals&treats']
13554,109335,['exotic&flavouredtea']
13555,109336,"['mops,wipers']"
13556,109337,['blendedmasalas']
13557,109338,['muesli']
13558,109339,['frozenvegsnacks']
13559,109340,['flours&pre-mixes']
13560,109341,"[""men'sdeodorants""]"
13561,109342,"['brown,wheat&multigrain']"
13562,109343,['facecare']
13563,109344,['facecare']
13564,109345,['bodycare']
13565,109346,['knives&peelers']
13566,109347,"['marshmallow,candy,jelly']"
13567,109348,['choco&nutspread']
13568,109349,"[""women'sdeodorants""]"
13569,109350,['cheese']
13570,109351,['cfl&ledbulbs']
13571,109352,['importednoodles']
13572,109353,['pastas&spaghetti']
13573,109354,"['notebooks,files,folders']"
13574,109355,['otherdryfruits']
13575,109356,['groundcoffee']
13576,109357,['facecare']
13577,109358,['haircolor']
13578,109359,['nachos&chips']
13579,109360,['face']
13580,109361,['showergel&bodywash']
13581,109362,['chocolates']
13582,109363,['ayurveda']
13583,109364,"['healthy,bakedsnacks']"
13584,109365,"['healthy,bakedsnacks']"
13585,109366,['hairoil&serum']
13586,109367,"['cups,mugs&tumblers']"
13587,109368,"['beans,brinjals&okra']"
13588,109369,"['laundry,storagebaskets']"
13589,109370,"['cookies,biscotti,wafer']"
13590,109371,['tools&accessories']
13591,109372,['lunchboxes']
13592,109373,['dryfruits&berries']
13593,109374,['herbs&seasoning']
13594,109375,['pasta&macaroni']
13595,109376,['leafyvegetables']
13596,109377,['mustard&cheesesauces']
13597,109378,['dustbins']
13598,109379,['tawa&saucepan']
13599,109380,"['scissor,glue&tape']"
13600,109381,"['cups,mugs&tumblers']"
13601,109382,['bodysprays&mists']
13602,109383,['kitchenrolls']
13603,109384,['coffee&pre-mix']
13604,109385,['importednoodles']
13605,109386,['wholespices']
13606,109387,['dustcloth&wipes']
13607,109388,['clothdryer&irontable']
13608,109389,['hairstyling']
13609,109390,['creambiscuits&wafers']
13610,109391,['aromatherapy']
13611,109392,['mosquitorepellent']
13612,109393,['namkeen&savourysnacks']
13613,109394,"['croissants,bagels']"
13614,109395,['diapers']
13615,109396,['aromatherapy']
13616,109397,['facecare']
13617,109398,['steelstoragecontainers']
13618,109399,"['cookies,biscotti,wafer']"
13619,109400,"['jam,conserve,marmalade']"
13620,109401,['greentea']
13621,109402,['muffins&cupcakes']
13622,109403,['shampoo&conditioner']
13623,109404,['aromatherapy']
13624,109405,['containerssets']
13625,109406,['nachos&chips']
13626,109407,"['detergentpowder,liquid']"
13627,109408,['bathingbars&soaps']
13628,109409,['aromatherapy']
13629,109410,"['cutlery,spoon&fork']"
13630,109411,['kadai&frypans']
13631,109412,['ayurveda']
13632,109413,"['cups,mugs&tumblers']"
13633,109414,"['banana,sapota&papaya']"
13634,109415,['haircolor']
13635,109416,['floor&othercleaners']
13636,109417,['bathingbars&soaps']
13637,109418,['toothbrush']
13638,109419,"['scissor,glue&tape']"
13639,109420,['containerssets']
13640,109421,['cookies']
13641,109422,['vacuumflask']
13642,109423,['eaudeparfum']
13643,109424,['airfreshener']
13644,109425,"['organicrice,otherrice']"
13645,109426,['supplements&proteins']
13646,109427,['groundcoffee']
13647,109428,['organicmasalas&spices']
13648,109429,"['flavoured,soyamilk']"
13649,109430,['attawholewheat']
13650,109431,['kadai&frypans']
13651,109432,['tools&accessories']
13652,109433,['saladdressings']
13653,109434,['handwash&sanitizers']
13654,109435,"['mops,wipers']"
13655,109436,['facecare']
13656,109437,"['marshmallow,candy,jelly']"
13657,109438,['groundnutoil']
13658,109439,['blendedmasalas']
13659,109440,['garbagebags']
13660,109441,"['healthy,bakedsnacks']"
13661,109442,['lunchboxes']
13662,109443,['homebaking']
13663,109444,['eaudeparfum']
13664,109445,['frozenvegsnacks']
13665,109446,['herbs&seasoning']
13666,109447,"['marie,health,digestive']"
13667,109448,['facecare']
13668,109449,['knives&peelers']
13669,109450,['teabags']
13670,109451,['racks&holders']
13671,109452,['tomatoes&vegetables']
13672,109453,"['paneer,tofu&cream']"
13673,109454,['internationalchocolates']
13674,109455,['oats&porridge']
13675,109456,['facecare']
13676,109457,['eaudeparfum']
13677,109458,"['luxurychocolates,gifts']"
13678,109459,['bodysprays&mists']
13679,109460,['battery&electrical']
13680,109461,['facecare']
