product_id,product_name,short_description
14941,110722,Nacho Crisps Tomato Mexicana 150 g + Heineken0.0 Non Alcoholic Beer 330 ml,['nachos&chips']
14942,110723,Chatpata Chat Masala,['blendedmasalas']
14943,110724,Sunrise Instant Coffee,['instantcoffee']
14944,110725,Toilet Rimblock Dou Burst - Pine,['importedcleaners']
14945,110726,Cloth Washing Brush - Assorted Colour,['toilet&otherbrushes']
14946,110727,"Padded Harness - 1 inch, Red Colour",['petcollars&leashes']
14947,110728,Insta Ayurvedic Mosquito Repellent,['mosquitorepellent']
14948,110729,"Garnier Hair Color (70ml+60g) Shade 1, Natural Black+Loreal Paris Shampoo 75ml",['haircolor']
14949,110730,"Green Tea, Tea Tree Face Wash",['facecare']
14950,110731,Belgian Chocolate Cake Mix,['teacakes&slicecakes']
14951,110732,Luncheon Napkin - 2 ply,['kitchenrolls']
14952,110733,"Wine - Red, De-Alcoholised, Selection","['non-alcoholicbeer,wine']"
14953,110734,Printed Plastic Soap Case - Assorted Colour,['soapcases&dispensers']
14954,110735,Khari - Methi,['khari&creamrolls']
14955,110736,Chocos - Variety pack,['kidscereal']
14956,110737,Organic Kodo Millet - Varagu Rice,['organicmillet&flours']
14957,110738,Stretch Mark Oil - For Moms,['maternitypersonalcare']
14958,110739,Gooey Chocolate Cake,['birthday&partycakes']
14959,110740,Fabric Softener - Classic Blue,['importedcleaners']
14960,110741,Brass Puja Arrti Panch Aarti S2 - Golden,['otherpoojaneeds']
14961,110742,Eclairs - Kesar Badam,"['toffee,candy&lollypop']"
14962,110743,Cheddar Applewood Smoked Cheese - Diced,['internationalcheese']
14963,110744,Water Juice Glass Set - Victoria Cocktail,['glassware']
14964,110745,Nachoz - Jalapeno,['chips&cornsnacks']
14965,110746,"Nylon Fruit Corer - Maroon, BB 120",['kitchentools&otheraccessories']
14966,110747,"Microwaveable Plastic Multiutility Bowl - Yellow, New Coral, L2271 YL",['containerssets']
14967,110748,Healthy Multigrain Mix,"['healthy,bakedsnacks']"
14968,110749,Mozzarella - D Bufala,['internationalcheese']
14969,110750,Lemon Green Tea - Unbleached & Staple-Free Teabags,['gourmettea&teabags']
14970,110751,Rose Glow Black Tea Bags Make Brew Iced Tea or Hot Tea,['gourmettea&teabags']
14971,110752,"LED Bulb - 9-Watt, Base B22 (SSK-SRL-9W)",['cfl&ledbulbs']
14972,110753,Double Side Cotton Pads,['cotton&earbuds']
14973,110754,Galaxy Clip Mop - Colour,"['mops,wipers']"
14974,110755,Basil Seed Drink - Melon,['gourmetjuices&drinks']
14975,110756,Binder Clip - 25mm,"['notebooks,files,folders']"
14976,110757,Organic - Chia Seeds,['organicdryfruits']
14977,110758,Smile Love Bathroom & Car Freshener - Twin Pack,['airfreshener']
14978,110759,Silicone Round Cake Mould - Red,"['bakewaremoulds,cutters']"
14979,110760,"Super Saver Pack Toilet Cleaner Original, 500ml + Bathroom Cleaner Lemon, 500ml",['toiletcleaners']
14980,110761,Multivitamin Gummies - For Kids & Adults,['ayurveda']
14981,110762,Gold Soap,['bathingbars&soaps']
14982,110763,Basil Seed Drink - Peach,['gourmetjuices&drinks']
14983,110764,Special Chyawanprash,['ayurveda']
14984,110765,"Steel Spoon - Medium, Classic Tides Series, BBCL17","['cutlery,spoon&fork']"
14985,110766,Cheesy Ketchup,['thai&asiansauces']
14986,110767,Bar Cake - Pineapple,['teacakes&slicecakes']
14987,110768,Roll Yo! Strawberry Swiss Roll,['teacakes&slicecakes']
14988,110769,Hair Colour - Dark Coal,['haircolor']
14989,110770,Flakes - Barley,['flakes']
14990,110771,Hair Serum - Anti Danduruff,['hairoil&serum']
14991,110772,"Diamond Lock Printed Plastic Container - Rectangle, Assorted Colour",['containerssets']
14992,110773,Alkaline Battery AA Ultima 2115,['battery&electrical']
14993,110774,"Stainless Steel Multipurpose Fruit Basket - With Cover, 18 cm",['kitchentools&otheraccessories']
14994,110775,Hair Smoothening Serum,['hairoil&serum']
14995,110776,Expressions Premium Chocolates,"['luxurychocolates,gifts']"
14996,110777,"Stainless Steel Stick Knife - 9 Inch, Silver",['knives&peelers']
14997,110778,Dry Shampoo For Turbaned Hair,['dryshampoo&conditioner']
14998,110779,Binder Clip - 19mm,"['notebooks,files,folders']"
14999,110780,"Flexi Ice Tray - NP3154, Pink","['laundry,storagebaskets']"
15000,110781,Organic - Jeera/Jeerige,['organicmasalas&spices']
15001,110782,"Peanut Butter - 100% Natural, Crunchy",['choco&nutspread']
15002,110783,Paneer Masala With Natural Oils,['blendedmasalas']
15003,110784,Marvel Plastic Clip/ Cloth clip,"['hangers,clips&rope']"
15004,110785,Spice - Sweet Paprika,"['herbs,seasonings&rubs']"
15005,110786,"Ice Cream - Chocolate Almond, Stick",['gourmeticecream']
15006,110787,Ready Meals - Paneer Makhani,['heat&eatreadymeals']
15007,110788,Fields Of Gold Organic Mixed Millet Flour,['organicflours']
15008,110789,"BB Popular Almond/Badam - Californian, Giri 500 gm + BB Royal Honey 1 kg",['almonds']
15009,110790,Acne Clearing Gel,['face&body']
15010,110791,Skin Naturals - Moisturizing Serum-In-Lotion,['facecare']
15011,110792,"Dishwash Bar - Anti-Bacterial, Round",['dishwashbars&powders']
15012,110793,"Garbage Bags - Compostable, 100% Corn Starch, Medium, Blue, Mono-Carton(19x21 Inches)",['garbagebags']
15013,110794,"Idly Dosa Batter, 1 Kg + Malabar Parota, 350 g",['breakfast&snackmixes']
15014,110795,"Stainless Steel Soup/Juice Strainer - Classic, 16 cm","['strainer,ladle,spatula']"
15015,110796,"Plastic Cloth Hangers - Brown, Elegance",['wallhooks&hangers']
15016,110797,Roasted Jowar Puffs - Herbs & Sundried Tomatoes,"['healthy,bakedsnacks']"
15017,110798,Mystery Body Deodorant,"[""men'sdeodorants""]"
15018,110799,Smoked Salt & Crystallized Sugar Dark Chocolate,"['luxurychocolates,gifts']"
15019,110800,Oilcure Niger Seed Oil,['supplements&proteins']
15020,110801,Organic Dosa Mix - Multi Grain,['breakfast&snackmixes']
15021,110802,Thai Red Curry - 3-Step,['thai&asiansauces']
15022,110803,Plastic Peeler Movable 3 In 1 - Assorted Colour,['knives&peelers']
15023,110804,"Microwaveable Plastic Multiutility Bowl - Pink, New Coral, L2273 PK",['containerssets']
15024,110805,Table Butter - Salted,['butter&margarine']
15025,110806,Detoxing Organic Slim Tea,['teabags']
15026,110807,Mango Sindura - Organically Grown,['organicfruits']
15027,110808,Ragi Special Huri Hittu,['rice&otherflours']
15028,110809,Organic - Red Masoor Dal 500g + Kabuli Chana 500g + Rajma Chitra 500g,['organicdals&pulses']
15029,110810,"Rubber Gloves - Cotton Lined, Soft & Non Slip, Medium",['importedcleaners']
15030,110811,Bergamot Delight Handwash Refill,['handwash&sanitizers']
15031,110812,Tea - Origins Darjeeling,['teabags']
15032,110813,Pure Melamine Traditional Dinner Set - Olivia,['dinnersets']
15033,110814,Chironji,['otherdryfruits']
15034,110815,XX2 Cologne Spray,"[""men'sdeodorants""]"
15035,110816,"Water Bottle - A5 Note Book, Assorted Colour",['water&fridgebottles']
15036,110817,Sprinklers - Dahi Masala,['blendedmasalas']
15037,110818,Mustard/Sasive/Rai - Small,['wholespices']
15038,110819,Omega -3 Seed,['roastedseeds&nuts']
15039,110820,Disinfectant Surface Cleaner,['floor&othercleaners']
15040,110821,Peri Peri Cheese Dip,['dips&dressings']
15041,110822,Organic - Ponni Raw Rice/Akki,"['organicrice,otherrice']"
15042,110823,Multi-Purpose Seasoning,['herbs&seasoning']
15043,110824,Sports Drink - Blue Bolt Flavour,['sports&energydrinks']
15044,110825,Natural Set Curd,['curd']
15045,110826,"Gluten-Free Tapioca Flour, Premium",['oats&porridge']
15046,110827,Compostable Garbage bag-Medium Green,['garbagebags']
15047,110828,Deodorant Spray - Glamour,"[""men'sdeodorants""]"
15048,110829,"Incense Sticks - Heritage, Chandanam","['agarbatti,incensesticks']"
15049,110830,Skin Brightening Face Sheet Mask,['facecare']
15050,110831,Diced Tropical Fruit Single,['fruits&pulps']
15051,110832,Decorative Wax Scented Candles - Red- Set Of 3 BB-1258-1 Red,['candles&matchbox']
15052,110833,Espresso Bold - Roasted Whole Bean Coffee,['coffee&pre-mix']
15053,110834,Spicy Pasta Sauce 385 g + Barbecue Sauce 250 g + Hot Sauce 75 ml,['mustard&cheesesauces']
15054,110835,Candles - Coloured,['candles&matchbox']
15055,110836,Organic Homestyle Mixed Veg Pickle,['othervegpickle']
15056,110837,Daily Styling Aqua Hair Gel - Triple Protein Complex,['haircare&styling']
15057,110838,Premium International Queen Kalmi Dates - Value Pack,['dryfruits&berries']
15058,110839,Glow Vanilla Lavender Body Polisher,['bodyscrubs&exfoliants']
15059,110840,Potato Chips - Simple Classic Salted,['chips&cornsnacks']
15060,110841,Masala Chai Tea Bags,['gourmettea&teabags']
15061,110842,Organic - Toor Daal,['organicdals&pulses']
15062,110843,"Fittify Hi-Protein Slim Meal Shake, Swiss Chocolate",['healthdrinks']
15063,110844,Knol Khol,['cabbage&cauliflower']
15064,110845,Almonds - nuts regular choco,"['luxurychocolates,gifts']"
15065,110846,Travel Sweets - Sugar & Gluten Free Mixed Fruit,"['marshmallow,candy,jelly']"
15066,110847,Pure Detox Face Wash  - Anti-Pollution & Purity With Activated Charcoal,['facecare']
15067,110848,"Plastic Bottle - Narrow Neck, Orange, Apollo, 20381O",['water&fridgebottles']
15068,110849,Marble Slice Cake,['teacakes&slicecakes']
15069,110850,Travel Sweets - Mixed Fruit,"['marshmallow,candy,jelly']"
15070,110851,Oxi Action Fabric Stain Remover Powder - Detergent Booster For Whiter & Brighter Clothes,"['fabricpre,postwash']"
15071,110852,Muffin/Cup Cake - Blueberry,['muffins&cupcakes']
15072,110853,Barking Up The Tea Tree Anti-Itch Dog Shampoo,['petcleaning&grooming']
15073,110854,Cucumber Toner Spray,['facecare']
15074,110855,Maxx Spin Mop With 2 Refills - Aqua Green,"['mops,wipers']"
15075,110856,USB Universal Wall/Travel Charger Adapator - White,['battery&electrical']
15076,110857,Harissa Stir-Fry Sauce,['thai&asiansauces']
15077,110858,Reviving Oxy Pack,['facecare']
15078,110859,Water/Juice/Whiskey Glass Tumbler - Layla 3308,['glassware']
15079,110860,Cold Processed Sandalwood Geranium Hair Cleansing Bar,['shampoo&conditioner']
15080,110861,"Wheat Flakes - No Added Sugar, Total Bran",['flakes']
15081,110862,Pineapple 100% Fruit Juice - No Added Sugar,['juices']
15082,110863,"Bread - Whole Wheat, Chemical Free 400G + Eggs - Table Tray 30pcs","['brown,wheat&multigrain']"
15083,110864,Roasted & Salted - California Almonds,['roastedseeds&nuts']
15084,110865,Trikatu Tablets,['ayurveda']
15085,110866,Wottagirl! Perfume Spray - Pure Paradise,['perfume']
15086,110867,Keratin Smooth Conditioner,['shampoo&conditioner']
15087,110868,Super Shine Medium Bristle Toothbrush,['toothbrush']
15088,110869,Premium Wrap,"['aluminiumfoil,clingwrap']"
15089,110870,Absolute Hydra Pro Gel Day Creme,['facecare']
15090,110871,Sweet Almond Cold Pressed Oil,['aromatherapy']
15091,110872,Softouch Fabric Conditioner - Garden Bouquet,"['fabricpre,postwash']"
15092,110873,Provincial Blue Curry Bowls,['plates&bowls']
15093,110874,Rajwadi Kesari Milk Masala,['blendedmasalas']
15094,110875,Pro 6 Advance Shaving Trial Kit For Men,['shavingcare']
15095,110876,Cup Noodles - Spiced Chicken,['cupnoodles']
15096,110877,Stainless Steel Flask,['vacuumflask']
15097,110878,Interdental Brush With Ultra Soft Bristles,['toothbrush']
15098,110879,Hemohills - Tablets,['supplements&proteins']
15099,110880,Love Eau De Toilette,['eaudetoilette']
15100,110881,Super Oats  - Nuts & Seeds,['importedoats&porridge']
15101,110882,Cabbage - Organically Grown,['organicvegetables']
15102,110883,Organic - Saunf/Sompu,['organicmasalas&spices']
15103,110884,"Click Gel - Car Air Freshener Refill, Petal Crush Pink",['carfreshener']
15104,110885,Healthy Gujarati Thepla Atta,['flours&pre-mixes']
15105,110886,All Natural Hummus - Fresh Hummus,"['hummus,cheese,salsadip']"
15106,110887,Bye Bye Blemishes Face Cream 30ml +Bye Bye Dark Circles -Cucumber & Peptide 20ml,['facecare']
15107,110888,Mountain Musk Handmade Soap,['bathingbars&soaps']
15108,110889,"Juicyfills - Orange & Mango Flavour, Assorted Candy",['chocolates']
15109,110890,Click N Seal Canister Microwaveable Plastic Container - L5906-VL,['containerssets']
15110,110891,Cognac Glass,['glassware']
15111,110892,Steel Casserole Cook N Serve Induction Bottom With Glass Lid - 18 cm,['cookandserve']
15112,110893,"Makeup/Cosmetic Brush Set - Blue, BB1207",['makeupaccessories']
15113,110894,Kalmegh Herb Powder - Supports As Natural Liver Tonic,['ayurveda']
15114,110895,Puliogare Masala Powder,['blendedmasalas']
15115,110896,Butter Garlic Naan Chips,['nachos&chips']
15116,110897,Nilgiri Green Tea - Taido Ginger,['greentea']
15117,110898,From The Roots - Carrot Murrabba,['othervegpickle']
15118,110899,Baskati Rice,['boiled&steamrice']
15119,110900,Apple Pie - Baked Nuts & Dried Fruits,"['healthy,bakedsnacks']"
15120,110901,Fortified Rice Bran Oil,"['sunflower,ricebranoil']"
15121,110902,Green Tea - Japanese Mint Matcha Powder,['greentea']
15122,110903,Pickle - Karnataka Cut Mango,['lime&mangopickle']
15123,110904,Aroma Soothe & Serene Body Lotion - Argan Oil & Lavender,['bodycare']
15124,110905,Eucalyptus & Spearmint Handmade Luxury Soap,['bath&shower']
15125,110906,Dark Chocolate With Hazelnut,"['luxurychocolates,gifts']"
15126,110907,Carbon EDP Citrus Perfume For Men,['eaudeparfum']
15127,110908,Sesame  Bagel - 100% Wholewheat,"['croissants,bagels']"
15128,110909,Rasam Mix - Pudina,['blendedmasalas']
15129,110910,Bathmatic Duo Heavy Duty Scub Sponges For Bathroom Cleaning,"['utensilscrub-pad,glove']"
15130,110911,Black Salt/Uppu - Grinder,['salts']
15131,110912,"Steel Lunch/Tiffin Box Set With Bag - Medium, Tiffany",['steellunchboxes']
15132,110913,Pure & Light Green Tea Bags,['gourmettea&teabags']
15133,110914,FunFoods Peanut Butter Creamy,['choco&nutspread']
15134,110915,Quassia Stem Powder,['ayurveda']
15135,110916,Hair Color Conditioner - Natural Black (No. 881),['haircare&styling']
15136,110917,Choco-Chip Protein Cookies,"['cookies,biscotti,wafer']"
15137,110918,Milk Delights Face Wash With Rose For Sensitive Skin,['facecare']
15138,110919,Coffee - Special Gold,['groundcoffee']
15139,110920,Wild Forest Organic Honey - Lemon,['honey']
15140,110921,Spray & Wipe Multipurpose Disinfectant Cleaner,['floor&othercleaners']
15141,110922,Green Tea - Lemon & Honey,['teabags']
15142,110923,"Petrichor Tea - Green Tea, Ginger, Spices",['gourmettea&teabags']
15143,110924,"Piping Gel, Neutral","['baking,cakedecorations']"
15144,110925,Water Plus,['packagedwater']
15145,110926,Cooking Spray - Baking,['bakingaccessories']
15146,110927,Panty Liners - Herbs With Tilia,['pantyliners']
15147,110928,Roll - Swiss Single,['teacakes&slicecakes']
15148,110929,Extra Virgin Olive Oil - Garnishing & Salad Dressing,['olive&canolaoils']
15149,110930,Chocolate Wafer Roll - Chocolate Cream,"['cookies,biscotti,wafer']"
15150,110931,Stainless Steel Cookware - Kitchen Pride,['cookwaresets']
15151,110932,Dlite Hazelnut & Almonds Dark Chocolate Bar,['chocolates']
15152,110933,Olive Oil - Carrot Pickle,['othervegpickle']
15153,110934,Biscuit - Nariyal,['cookies']
15154,110935,Spanish Olives - Whole Green,"['olive,jalapeno,gherkin']"
15155,110936,"Candle Wax Decorative Tea Light - Bb-1253-White, 50 pcs",['candles&matchbox']
15156,110937,Pearl Millet/Bajra Vermicelli,['cereals&millets']
15157,110938,Triple Hyaluronic Acid,['facecare']
15158,110939,Logan On the Rocks Whisky Glass Set,['glassware']
15159,110940,"Better Home Super Tight Plastic Container - Printed, Assorted Colour",['containerssets']
15160,110941,Green Tea  - Pure & Light,['teabags']
15161,110942,Fruit & Nut Chocolate,['internationalchocolates']
15162,110943,7X Activated Charcoal Peel Off Mask - Infused With Vitamin C & Menthol,['face&body']
15163,110944,Disney Mickey Mouse Plastic Kids Sipper Bottle - Enjoy Yourself,['lunchboxes']
15164,110945,Green Mango 100% Fruit Juice - No Added Sugar,['juices']
15165,110946,"Incense Sticks - Padma Pushpa, Coloured","['agarbatti,incensesticks']"
15166,110947,Rainbath Refreshing Shower & Bath Gel,['showergel&bodywash']
15167,110948,Coconut Candy,"['toffee,candy&lollypop']"
15168,110949,Fruit Berry Fusion,['dryfruits&berries']
15169,110950,"Toilet Roll - 8 Rolls, 3 ply",['toiletpaper']
15170,110951,Daily Calamine Talc - Renew,['talcumpowder']
15171,110952,Eco Bake Cooking & Parchment Paper,"['aluminiumfoil,clingwrap']"
15172,110953,Plastic Storage Container - Checkers,['containerssets']
15173,110954,Organic Whole Moong - Green Gram,['urad&otherdals']
15174,110955,Lemon Ginger Nariyal Paani Syrup - 100% Natural,['gourmetjuices&drinks']
15175,110956,Fabric Wash,"['fabricpre,postwash']"
15176,110957,Scissors - All Purpose,"['scissor,glue&tape']"
15177,110958,Misti Doi,['curd']
15178,110959,Tapioca Chips - Classic Salt,['chips&cornsnacks']
15179,110960,Nutritivo Pomegranate Radiant Glow Firming Serum,['facecare']
15180,110961,Stainless Steel Lunch Box With Insulated Bag - HL-1321,['steellunchboxes']
15181,110962,Oil Clear Face Wash  - For Oily Skin,['face&body']
15182,110963,Powder - Coriander Chutney,['breakfast&snackmixes']
15183,110964,Plastic Container Set - Pink,['containerssets']
15184,110965,Herbal Vanilla Soap,['bathingbars&soaps']
15185,110966,Toilet Air Freshener - Rose,['toiletcleaners']
15186,110967,Salad Dressing- Garlic,['saladdressings']
15187,110968,"Plastic Dustbin / Garbage Bin - Small, Multicolour, Deluxe",['dustbins']
15188,110969,Hot Garlic Stir Fry Sauce & Dip,['dips&dressings']
15189,110970,Herb Garlic Toast,['cheese&garlicbread']
15190,110971,Iodised Crystal Salt/Uppu,['salts']
15191,110972,Instant Hand Sanitizer,['handwash&sanitizers']
15192,110973,Chilli Powder Stemless 200 g + Turmeric Powder 200 g + Coriander Powder 200 g,['powderedspices']
15193,110974,Nourishing Baby Wellness Soap,['babybath']
15194,110975,Dates/Kharjura - Omani,['otherdryfruits']
15195,110976,"Steel Kitchen Fruits & Vegetable Storage Rack/Trolley/Stand, 3 Layer - Round, VR10237",['kitchentools&otheraccessories']
15196,110977,Chow Chow,"['gourd,pumpkin,drumstick']"
15197,110978,Organic - Rajma/Capparadavare Red,['organicdals&pulses']
15198,110979,Face Wash - Glow & Exfoliating,['facecare']
15199,110980,Free Range Eggs,['farmeggs']
15200,110981,Moroccan Argan Oil,['aromatherapy']
15201,110982,"Nutrition Energy Bar - Gojiberry, Blackcurrant & Cashews",['granola&cerealbars']
15202,110983,"Plastic Gas Stove Legs - Anti Slip, Assorted Colour",['kitchentools&otheraccessories']
15203,110984,Preserve - Blackberry,"['jams,marmalade,spreads']"
15204,110985,Mayonnaise - Mint,['mayonnaise']
15205,110986,Gluten Free Instant  Spaghetti - Rice,['pastas&spaghetti']
15206,110987,"Button Folder Opaque - 14"" x 10"" With Snap Button Cover & Extra Pocket","['scissor,glue&tape']"
15207,110988,Radiant Gold Cellular Glow 1 Facial Kit,['facecare']
15208,110989,All Time Plastic Hanger / Cloth Hanger 022 - Assorted Colour,"['hangers,clips&rope']"
15209,110990,Matic Front Load,"['detergentpowder,liquid']"
15210,110991,Stainless Steel Dog Feeding Bowl - Large,['petfeedingsupport']
15211,110992,Powder - Haldi,['powderedspices']
15212,110993,"Home Mate Garbage Bag - Green, Oxo-Bio-Degradable Roll, 36X48, 50 Micron",['garbagebags']
15213,110994,Kimchi Ramyun Noodles - 5-In-1,['importednoodles']
15214,110995,"Greek Yogurt - Strawberry, No Added Sugar, Cup",['flavoured&greekyogurt']
15215,110996,Minute Meals - Paneer Butter Masala & Veg Pulao Combo,['heat&eatreadymeals']
15216,110997,Glass Bowl With Pink Lid Set - Freezowarm,['glassware']
15217,110998,100% Whole Grain Oats,['importedoats&porridge']
15218,110999,Pure Melamine Small Tray - Water Lily,['plates&bowls']
15219,111000,Tampons Easy Twist - Super Plus,['tampons&menstrualcups']
15220,111001,Angel Coffee/Milk Mug - Happiness Is Weird Brother,"['cups,mugs&tumblers']"
15221,111002,Casting Crème Gloss Small Pack,['haircolor']
15222,111003,Zeal EDP Spicy Perfume For Men,['eaudeparfum']
15223,111004,Wipeout Germ Killing Body Wash,['showergel&bodywash']
15224,111005,Real Nature Bamboo Face Mask,['facecare']
15225,111006,Rock Salt/Uppu Crusher - Pink,['salts']
15226,111007,Hareetaki Tablets,['ayurveda']
15227,111008,Tussnil Syrup,['ayurveda']
15228,111009,Moms Magic - Fruit & Milk,['cookies']
15229,111010,"Durum Wheat Pasta - Kids, Girl",['pastas&spaghetti']
15230,111011,On Deodorant Spray - Men,"[""men'sdeodorants""]"
15231,111012,Safe Sun 3-In-1 Matte Look Daily Sun Block PA+++ - SPF 40,['facecare']
15232,111013,Sandalwood Ultra Facial Sheet Mask,['facecare']
15233,111014,"Envelope - White, 11 x 5 inches","['notebooks,files,folders']"
15234,111015,Slim Soft Toothbrush,['toothbrush']
15235,111016,Hair Wax New - Blue,['haircare&styling']
15236,111017,Traditional Pure Iron Flat Bottom Kadai - 10 Inch,['kadai&frypans']
15237,111018,Hair Styling Gel - Soft Hold,['haircare&styling']
15238,111019,Pullup Pants Style Adult Diapers - L-XL,['adultdiapers']
15239,111020,Vedic Hand Churned Bilona Gir Cow Ghee/Tuppa,['ghee&vanaspati']
15240,111021,"Select - Chai Masala, Cardamom",['powderedspices']
15241,111022,Woman - Casual Eau De Toilette Deodorant,"[""women'sdeodorants""]"
15242,111023,Silicone Pacifier Step 2 - Aeroplane,['soothers&teethers']
15243,111024,Cashew/Godambi - Broken,['cashews']
15244,111025,Namkeen Aloo Bhujia - Mint Masala,['namkeen&savourysnacks']
15245,111026,"Play - Deospray For Men, No Alcohol Deodrant","[""men'sdeodorants""]"
15246,111027,"LED Bulb - 15 W, Cool Daylight, B22 Base",['cfl&ledbulbs']
15247,111028,"Rich Creme Hair Colour - Shade 3 Black Brown, Single Use",['haircolor']
15248,111029,Glass Fame Coffee Cup & Saucer Set - Black,['glassware']
15249,111030,Aha & Bha Foaming Face Wash,['facecare']
15250,111031,NHP 8104 Silky Shine Hot & Cold Foldable Hair Dryer - 1400 Watt,['tools&accessories']
15251,111032,"LED Bulb - 0.5-Watt, Orange, Deco Mini Base B22",['cfl&ledbulbs']
15252,111033,Anti-Ageing Day/Night Therapy Cream,['facecare']
15253,111034,Phenyl - Organic Floor Cleaner,['floor&othercleaners']
15254,111035,Snacks - Roasted Peanuts Olive n Herbs,"['healthy,bakedsnacks']"
15255,111036,Pickle - Green Chilli,['othervegpickle']
15256,111037,Ultraglow All-In-1 Mens Face Lotion,['face&body']
15257,111038,Fevicreate Make Your Own Solar System,['games&calculators']
15258,111039,Organic & Natural Lavender-Chamomile Sensitive Skin Face Wash - Sulfate & Paraben Free,['facecare']
15259,111040,Refreshing Strawberry Body Lotion,['bodycare']
15260,111041,"Laundry Soap - Liquid, Hand Made","['detergentpowder,liquid']"
15261,111042,"Hair Brush Comb - Small Bristles, Golden, BB1203",['hairstyling']
15262,111043,Glow D-Tan Cream,['facecare']
15263,111044,Chai/100% Melamine Glory Coffee Mug Set - Red,"['cups,mugs&tumblers']"
15264,111045,Oat Clusters & Ragi Flakes With Strawberry,['gourmetflakes']
15265,111046,"Nutty Almonds With Orange Cocoa - Zero Refined Sugar, Prebiotics-Probiotics",['namkeen&savourysnacks']
15266,111047,Aloe Cucumber Gel,['bodycare']
15267,111048,Multigrain Bread Chips - Chilli Orange,"['healthy,bakedsnacks']"
15268,111049,"Wax Diya - Assorted Colour, ED124C",['candles&matchbox']
15269,111050,Choc Chunk Cookies,"['bakerybiscuits,cookies']"
15270,111051,Coconut Water With Lychee,['gourmetjuices&drinks']
15271,111052,Night Cream - Vitamin E,['facecare']
15272,111053,Flaxseed  Oil - Cold Pressed,['flavoured&otheroils']
15273,111054,"Muesli Mad Mix - Raisins, Cherry, Almond",['importedoats&porridge']
15274,111055,Turmeric Facial Ubtan Pack - Clarifying & Deep Pore Cleansing,['facecare']
15275,111056,"Deltoid Lite Face Masks In Pink Knit Fabric With Binding - 1S1014, Small",['facemasks&safetygears']
15276,111057,Combo Pack - Shahe Nawab Garam Masala & Sawantwadi Garam Masala,"['currypaste,coconutmilk']"
15277,111058,Himalayan Pink Salt Body Wash With Water Lily,['showergel&bodywash']
15278,111059,NHT 1055 BL Cordless Trimmer For Men,['moustache&beardcare']
15279,111060,Srichacha Nut Mix,['dryfruits&berries']
15280,111061,Ayurvedic Medicine Lal Tail,['babyoil&shampoo']
15281,111062,Duck Eggs,['othereggs']
15282,111063,Flat Spray Mop,"['mops,wipers']"
15283,111064,Pristine Perfume For Women - EDP,['eaudeparfum']
15284,111065,Organic Sunflower Oil/Suryamukhi Tel,['otheredibleoils']
15285,111066,Bhatura Atta,['flours&pre-mixes']
15286,111067,Bright Gl Pen Black,"['pen,pencils']"
15287,111068,"Eau De Parfum - Yang, For Women","[""women'sdeodorants""]"
15288,111069,Floor Cleaner - Rose,['floor&othercleaners']
15289,111070,Sichuan Pepper & Sea Salt,['exoticsugar&salt']
15290,111071,White Orchids,['otherflowers']
15291,111072,7 O Clock - Ready Ii Disposable Razor,['shavingcare']
15292,111073,Snacks - Roasted Chana Jor Lime,"['healthy,bakedsnacks']"
15293,111074,Organic - Green Peas/Ona Batani Dried,['organicdals&pulses']
15294,111075,Fettuccine Pasta,['pastas&spaghetti']
15295,111076,"Meat Jerky Stix - Smoked Salmon Flavour, For Adult Dogs",['petmeals&treats']
15296,111077,Roasted Rava,"['sooji,maida&besan']"
15297,111078,Keratex Oil,['hairstyling']
15298,111079,Broom Gripper,['wallhooks&hangers']
15299,111080,GlucoPlus C - Lemon,['supplements&proteins']
15300,111081,Antox Vit-C Formula+ 30 ml + Pigmentation Reducing Complex 30 ml,['facecare']
15301,111082,Liquid Sanitizer & Disinfectant,['handwash&sanitizers']
15302,111083,"Kitchen Multiutility Plastic Tray - Pink, Maharaja","['laundry,storagebaskets']"
15303,111084,Karela Jamun Juice - For Diabetes Maintenance,['ayurveda']
15304,111085,Revitaliser - Kesari Jivan,['ayurveda']
15305,111086,Centre Filled Cup Cake - with Vanilla Cream,['muffins&cupcakes']
15306,111087,Oats - Rolled,['importedoats&porridge']
15307,111088,Ayurvedic Tea Tree Hair Repair Serum,['hairoil&serum']
15308,111089,Soy Sauce,['thai&asiansauces']
15309,111090,Chef Kung Pao Gravy,['heat&eatreadymeals']
15310,111091,Sea Salt - Celery,['exoticsugar&salt']
15311,111092,Chana Whole,['organicdals&pulses']
15312,111093,"Dentastix Dog Treat Oral Care For Adult Small Breed - 5-10 kg, 28 Sticks",['petmeals&treats']
15313,111094,Almonds - California Almonds,['dryfruits&berries']
15314,111095,Absolute Bi-Phased Make-Up Remover,['face']
15315,111096,Lip Bomb Cocoa Butter Balm,['lipcare']
15316,111097,"Bamboo Wood Square Basket - For Bread,Fruit or Flowers, 8x8 Inch",['kitchentools&otheraccessories']
15317,111098,Cheese Spread - Original Cheddar,['internationalcheese']
15318,111099,English Breakfast - Black Tea,['gourmettea&teabags']
15319,111100,Chana Dal,"['toor,channa&moongdal']"
15320,111101,Deodorant Spray - Instinct For Men,"[""men'sdeodorants""]"
15321,111102,"Foil Balloon Set - Happy Birthday Banner Combo with Strings & Adhesive Tape, Golden","['caps,balloons&candles']"
15322,111103,Energy Bar - Walnut Delight,"['healthy,bakedsnacks']"
15323,111104,"Lunch Bag - With 3 Container, Big Bite, Red",['lunchboxes']
